"","roi","ROI","OLS_Coefficient","OLS_P_Value","OLS_N","IV_Coefficient","IV_StdError","IV_P_Value","Num_snps","IV_N"
"202","roi287","R_TA2_ROI",0.0332333856289715,0.386495941125331,5628,-0.0114818854478891,0.0597158707344369,0.847533534432538,1766,5628
"203","roi290","R_Pir_ROI",0.00683635259166602,0.857862591844716,5628,0.0522799876614681,0.0652264593425208,0.42286744351001,1477,5628
"204","roi292","R_AAIC_ROI",-0.00667277944699343,0.859311145347031,5628,0.0701240688614834,0.536975565934451,0.89610369639836,1,5628
"205","roi296","R_PFt_ROI",0.0314808858719293,0.488006938806035,5628,-1.34077532876872,0.330869339356943,5.14053580532426e-05,25,5628
"206","roi297","R_AIP_ROI",0.0164604481550392,0.727030485235569,5628,0.0501732723570785,0.0653862642152684,0.442913671278171,2414,5628
"207","roi299","R_PreS_ROI",-0.0673827367569999,0.0981188003179052,5628,-0.0572518411451693,0.0884444015020898,0.517451227034502,803,5628
"208","roi301","R_ProS_ROI",-0.0529257606937765,0.0838307487413556,5628,-0.0608429283368789,0.0365549926631326,0.0960839234550032,3811,5628
"209","roi303","R_STGa_ROI",0.00426918872161264,0.919302897970615,5628,-0.0276753824022959,0.0562278390319753,0.622596693699217,2712,5628
"210","roi304","R_PBelt_ROI",0.0517956949286765,0.205598367903122,5628,0.426658599608204,0.144568432548006,0.00317791589513779,256,5628
"211","roi305","R_A5_ROI",0.0378471438484875,0.24737598573363,5628,0.0622109168262733,0.0401104598052285,0.120960439268125,3489,5628
"212","roi306","R_PHA1_ROI",-0.00790278953153782,0.863217216737343,5628,0.0354657691917373,0.0577753641497903,0.539335167904971,3182,5628
"213","roi307","R_PHA3_ROI",0.00735795824549527,0.838109374153875,5628,0.0114620072171438,0.0433870281488469,0.791650518825798,3624,5628
"214","roi308","R_STSda_ROI",0.0330261218734579,0.366283833108398,5628,0.0642822060050101,0.0454393557106292,0.157217385197365,3404,5628
"215","roi309","R_STSdp_ROI",0.0857950927946553,0.023731119287874,5628,0.125759954826429,0.045368306728568,0.00559002647392865,3654,5628
"216","roi310","R_STSvp_ROI",0.147511917539194,0.00253416385165191,5628,0.157345502451595,0.0584328257766781,0.0071073789605149,3633,5628
"217","roi311","R_TGd_ROI",0.00750960870317591,0.855641443537295,5628,-0.015219004310055,0.0566130469138124,0.788074198389029,2539,5628
"218","roi312","R_TE1a_ROI",0.00366721325151534,0.937329247216657,5628,0.076715039428355,0.061633923687342,0.213298174576791,2824,5628
"219","roi313","R_TE1p_ROI",0.111652158507387,0.00795805455702084,5628,0.397789959657565,0.156109820165631,0.0108562342474138,183,5628
"220","roi314","R_TE2a_ROI",0.0434012849071777,0.280065126251252,5628,0.0287081504370474,0.0482504269975752,0.551879259702447,3682,5628
"221","roi316","R_TE2p_ROI",-0.0138250072660761,0.72759783309987,5628,-1.02482443673093,0.255570210730067,6.15184228403444e-05,28,5628
"222","roi318","R_PH_ROI",0.061797003953666,0.164610559989847,5628,-0.0868163964834161,0.10142957073138,0.392074181313447,730,5628
"223","roi319","R_TPOJ1_ROI",0.0731082249606693,0.061570742393242,5628,0.6864638352761,0.15289982454586,7.27730190531741e-06,149,5628
"224","roi321","R_TPOJ3_ROI",0.0485453451178012,0.15586409882983,5628,-0.439154924541394,0.228486299244441,0.0546539329715238,9,5628
"225","roi322","R_DVT_ROI",0.0331705081575346,0.352520037420465,5628,0.0181827630295628,0.0446469069062674,0.683834795761081,3193,5628
"226","roi323","R_PGp_ROI",0.0700935263251565,0.0923417289774572,5628,0.0533466913140205,0.106187964512188,0.615420056261671,498,5628
"227","roi324","R_IP2_ROI",0.0270099375892976,0.537650445631882,5628,0.054766631883345,0.0550967474861999,0.320261569576125,3242,5628
"228","roi326","R_IP0_ROI",0.039509623735443,0.365949088054241,5628,-0.00138426275612929,0.105961265091114,0.989577310984615,535,5628
"229","roi328","R_PF_ROI",0.0308515809932337,0.53238015178639,5628,0.0545588621096893,0.0673847017287845,0.41816850078237,2556,5628
"230","roi329","R_PFm_ROI",0.0616407219966026,0.0889823388701649,5628,0.980861913088077,0.727227040930515,0.177465262728173,1,5628
"231","roi330","R_PGi_ROI",0.0821016041905605,0.0702414191362113,5628,1.11249636475343,0.368847270502427,0.0025715756676399,7,5628
"232","roi332","R_V6A_ROI",0.0356938307774607,0.283474778742087,5628,0.0315389756720012,0.0425108637393033,0.458176575727584,2968,5628
"233","roi333","R_VMV1_ROI",-0.029846968667579,0.584045827875143,5628,-0.0529389214608442,0.0669418742874018,0.429082869057623,3314,5628
"234","roi334","R_VMV3_ROI",-0.0117521634990183,0.79690218826815,5628,-0.103274259651314,0.110264076213375,0.349000290571476,545,5628
"235","roi335","R_PHA2_ROI",-0.0593053094574706,0.131609508646486,5628,-0.0586910022441129,0.0475103207352893,0.216758760931951,3703,5628
"236","roi338","R_V3CD_ROI",0.072603637543939,0.135975672285315,5628,0.0797534065003851,0.739479730368859,0.914117975987084,1,5628
"237","roi339","R_LO3_ROI",-0.0259812222975728,0.55110265632735,5628,-0.100400641240073,0.138537892083975,0.468656395231687,242,5628
"238","roi340","R_VMV2_ROI",0.0174514261089056,0.67850890522001,5628,0.0249231570426673,0.0509747748155337,0.624909502875111,3463,5628
"239","roi342","R_31a_ROI",0.0928696749802721,0.045710185455065,5628,-0.736160739069968,0.26864794801919,0.00615876890419113,11,5628
"240","roi343","R_VVC_ROI",0.0231031158744064,0.587540589176442,5628,0.0166761165603324,0.0522290542334529,0.749519911289538,3425,5628
"241","roi344","R_25_ROI",-0.0257138851455237,0.475502152562144,5628,-0.0838041234205258,0.127072030137536,0.509601174752442,234,5628
"242","roi345","R_s32_ROI",0.0193724755647668,0.62132620364192,5628,-1.08226937972997,0.305496873324842,0.000399340558953499,8,5628
"243","roi347","R_PoI1_ROI",0.0192365549946614,0.646635632629871,5628,0.178843444943076,0.0744859186189509,0.0163809887655183,1215,5628
"244","roi348","R_Ig_ROI",0.0496758463394691,0.252585279710678,5628,0.259342640709162,0.632639334687797,0.681867364430017,1,5628
"245","roi350","R_p10p_ROI",-0.0345807324722913,0.306434764594709,5628,-0.0433912404904983,0.0399430418659336,0.277380558890347,3752,5628
"246","roi351","R_p47r_ROI",0.0207135016612441,0.571250900812949,5628,-0.100831839426845,0.0867309034029558,0.245048274635616,699,5628
"247","roi352","R_TGv_ROI",-0.0608189292573405,0.140867317019027,5628,-0.0780471259668128,0.0864513725310987,0.366677959654053,867,5628
"248","roi353","R_MBelt_ROI",0.0716738324113927,0.0566025996336746,5628,0.0968683693243849,0.0513781003284688,0.059427150487063,2559,5628
"249","roi354","R_LBelt_ROI",0.0775570498458114,0.0593415474591876,5628,0.482630878948015,0.194330312684367,0.0130366083210169,89,5628
"250","roi355","R_A4_ROI",0.0234695334137317,0.532252282116737,5628,0.109812013272702,0.0514242652412116,0.0327704644788386,2509,5628
"251","roi356","R_STSva_ROI",0.0524749387003771,0.231506974479693,5628,0.0595721490059862,0.0551950712706017,0.280499470681514,3211,5628
"252","roi357","R_TE1m_ROI",0.0598720638176007,0.175435913026124,5628,0.0568882573801724,0.0551221337200828,0.302097715814702,3189,5628
"253","roi358","R_PI_ROI",0.0234773713645417,0.493072701738113,5628,0.0137989450023714,0.0438037461711659,0.75276009404146,3076,5628
"254","roi359","R_a32pr_ROI",-0.0102793932500774,0.755885125760369,5628,-0.516585129102001,0.491434945711341,0.2932225010634,1,5628
"255","roi360","R_p24_ROI",-0.0357024560334101,0.326736738510417,5628,-0.418837557472481,0.100630289536824,3.19988554034968e-05,429,5628
"256","roi361","accumbens_left",0.0431100897211993,0.203381519246162,5628,0.103401905028827,0.0651336204641923,0.11244779175551,1011,5628
"257","roi362","accumbens_right",0.0139380207105012,0.694348247152899,5628,0.062094612516641,0.0809306993584541,0.442961214551699,667,5628
"258","roi363","amygdala_left",-0.000438069344865609,0.987336477381202,5628,-0.396410556293285,0.130081107093606,0.00231894784587212,105,5628
"259","roi364","amygdala_right",-0.0490280607937176,0.140009147047187,5628,-0.833702972449378,0.476838671586917,0.0804500451980739,1,5628
"260","roi366","caudate_right",0.0114815647682512,0.726433375727817,5628,0.0284644779045445,0.0398875897947483,0.475493441899728,3536,5628
"261","roi367","cerebellum_left",0.0474517407589437,0.221510662472753,5628,0.00367615577485136,0.0482907907190456,0.939322042868902,3229,5628
"262","roi369","diencephalon_left",0.0625079293943555,0.0833922971371606,5628,0.191381929792311,0.063641756902242,0.00264854731827551,1365,5628
"263","roi370","diencephalon_right",0.0198880620571775,0.54002999944529,5628,0.0191083781084677,0.0452116881165543,0.67257233367173,2309,5628
"264","roi371","hippocampus_left",0.0276904553198457,0.430865023616274,5628,0.0531590658611652,0.0474673371496205,0.262800706699524,2566,5628
"265","roi373","pallidum_left",0.00647099535393825,0.855053615254797,5628,-0.222927741862185,0.596128881371211,0.708448955084882,1,5628
"266","roi375","putamen_left",-0.0129243719652719,0.647230006843344,5628,0.0101818206982885,0.0337271287676861,0.762748499580562,3528,5628
"267","roi376","putamen_right",-0.00366004625673542,0.909652672850419,5628,0.0142051880710908,0.0446034642934638,0.750134797206994,2280,5628
"268","roi377","thalamus_left",-0.0203246319967061,0.558045586648124,5628,-0.0243287310565162,0.0415274635315622,0.558002013317016,3685,5628
"269","roi379","brainstem",0.0413911692702669,0.147135403524086,5628,0.109484490333632,0.0476567649451737,0.0216351382851372,1443,5628
